number,position,name,club,age,height,weight,country,active,twitter
,M,Christian Barreiro,,24,5' 7",152,,Inactive,No Twitter
,F,Akeil Barrett,,22,5' 7",130,Jamaica,Inactive,AkeilMaestro
,M,Jacob Barron,,23,5' 10",150,United States,Inactive,No Twitter
7,M/F,Guillermo Barros Schelotto,,41,5' 8",160,Argentina,Inactive,No Twitter
1,GK,Boubacar Barry,Ivory Coast,35,5' 11",152,Ivory Coast,Inactive,No Twitter
15,D,Andrea Barzagli,Italy,33,6' 1",174,Italy,Inactive,No Twitter
23,D,José María Basanta,Argentina,30,6' 2",176,Argentina,Inactive,No Twitter
,D,Mykel Bates,,2015,,,,Inactive,No Twitter
28,F,Will Bates,,23,6',185,USA,Inactive,WillBates10
10,F,Adolfo Bautista,,35,6',167,Mexico,Inactive,No Twitter
7,D,DaMarcus Beasley,USA,32,5' 8",145,USA,Inactive,No Twitter
15,D/M,Jean Beausejour,Chile,30,5' 10",179,Chile,Inactive,No Twitter
21,D,Brayan Beckeles,Honduras,29,6' 1",,Honduras,Inactive,No Twitter
15,M,Kyle Beckerman,USA,32,5' 11",165,USA,Inactive,No Twitter
23,M,David Beckham,,39,6',170,England,Inactive,No Twitter
22,D,Drew Beckie,,24,6' 1",161,Canada,Inactive,DrewBeckie
12,D,Henri Bedimo,Cameroon,30,5' 11",176,Cameroon,Inactive,No Twitter
11,M,Alejandro Bedoya,USA,27,5' 10",161,USA,Inactive,No Twitter
1,GK,Asmir Begovic,Bosnia-Herzegovina,27,6' 5",183,Bosnia and Herzegovina,Inactive,No Twitter
11,M,Valon Behrami,Switzerland,29,6',172,Kosovo,Inactive,No Twitter
19,D,Hashem Beikzadeh,Iran,31,6' 2",,Iran,Inactive,No Twitter
20,D,Steven Beitashour,Iran,28,5' 10",170,USA,Inactive,No Twitter
4,D,Esseid Belkalem,Algeria,26,6' 3",196,Algeria,Inactive,No Twitter
,M,Laurie Bell,,22,6' 2",185,England,Inactive,LBellBell
,F,Kharlton Belmar,,22,5' 11",160,,Inactive,No Twitter
,GK,James Belshaw,,24,6' 3",183,England,Inactive,jbelly31
1,GK,Diego Benaglio,Switzerland,31,6' 4",196,Switzerland,Inactive,No Twitter
,F,Jerry Bengtson,New England Revolution,27,6' 1",165,Honduras,Inactive,No Twitter
11,F,Jerry Bengtson,Honduras,27,6' 1",161,Honduras,Inactive,No Twitter
,D,Jair Benítez,,36,5' 7",151,Colombia,Inactive,No Twitter
,M,Jack Bennett,,24,5' 8",140,England,Inactive,No Twitter
26,F,Ashton Bennett,,26,5' 7",167,Jamaica,Inactive,AshtonBennett7
14,M,Nabil Bentaleb,Algeria,20,6' 2",150,France,Inactive,No Twitter
,D,Uriah Bentick,,26,6' 2",187,Trinidad and Tobago,Inactive,No Twitter
10,F,Karim Benzema,France,27,6',185,France,Inactive,No Twitter
14,D,Vasili Berezutski,Russia,32,6' 2",183,Russia,Inactive,No Twitter
3,D,Gregg Berhalter,,41,6' 1",175,USA,Inactive,No Twitter
,F,Salvador Bernal,,22,5' 6",135,Mexico,Inactive,salvooo13
20,M,Bernard,Brazil,22,5' 6",139,Brazil,Inactive,No Twitter
23,M,Hernán Bernardello,,28,5' 7",168,Argentina,Inactive,No Twitter
5,D,Víctor Bernárdez,Honduras,32,6' 1",183,Honduras,Inactive,No Twitter
7,M/D,Muhamed Besic,Bosnia-Herzegovina,22,5' 10",165,Germany,Inactive,No Twitter
5,D,Matt Besler,USA,28,6',170,USA,Inactive,No Twitter
,M,Adria Beso Marco,,22,5' 5",144,Spain,Inactive,AdriaBeso
23,D,Federico Bessone,,31,5' 11",160,Argentina,Inactive,No Twitter
,F,Kyle Bethel,,25,6' 2",180,USA,Inactive,No Twitter
22,GK,Beto,Portugal,32,5' 11",176,Portugal,Inactive,No Twitter
,F,Andy Bevin,,22,5' 9",160,New Zealand,Inactive,No Twitter
3,D,Ermin Bicakcic,Bosnia-Herzegovina,25,6' 1",183,Bosnia and Herzegovina,Inactive,No Twitter
,F,Claudio Bieler,,30,5' 11",171,Argentina,Inactive,tacabielerskc
6,M,Lucas Biglia,Argentina,29,5' 10",163,Argentina,Inactive,No Twitter
8,M,Chris Birchall,,30,5' 9",180,England,Inactive,chrisbirchall7
,M,Eric Bird,,21,5' 11",170,,Inactive,er1c_b1rd
,M,James Bissue,,23,6',160,Ghana,Inactive,No Twitter
,GK,Alex Blackburn,,23,6',180,USA,Inactive,No Twitter
,F,Jovan Blagojevic,,23,6',,,Inactive,No Twitter
,GK,Chris Blais,,25,6' 4",195,USA,Inactive,No Twitter
,D,Francklin Blaise,,23,5' 9",181,USA,Inactive,No Twitter
,D,Nickardo Blake,,25,6' 1",170,,Inactive,No Twitter
10,M,Cuauhtemoc Blanco,,42,5' 9",180,Mexico,Inactive,No Twitter
5,M/D,Daley Blind,Netherlands,24,6',150,Netherlands,Inactive,No Twitter
,GK,Oliver Blum,,25,6' 2",,,Inactive,No Twitter
7,M,Kim Bo-Kyung,South Korea,25,5' 10",161,South Korea,Inactive,No Twitter
20,D,Jérôme Boateng,Germany,26,6' 3",198,Germany,Inactive,No Twitter
9,M,Kevin-Prince Boateng,Ghana,27,6' 1",190,Germany,Inactive,No Twitter
,D,Carlos Bocanegra,,35,6',170,USA,Inactive,BocaBoca3
33,M/F,Zak Boggs,,28,6' 1",190,USA,Inactive,zakboggs
3,D,Arthur Boka,Ivory Coast,31,5' 5",148,Ivory Coast,Inactive,No Twitter
10,M,Miller Bolaños,,24,5' 7",143,Ecuador,Inactive,No Twitter
7,M,Cristian Bolaños,Costa Rica,30,6',148,Costa Rica,Inactive,No Twitter
,F,Luis Bolaños,,29,5' 9",143,Ecuador,Inactive,No Twitter
,M,Zach Bolden,,23,6',160,USA,Inactive,Zach_Bolden
6,M,Mathis Bolly,Ivory Coast,24,6' 1",170,Norway,Inactive,No Twitter
,M,Corben Bone,,26,5' 9",152,USA,Inactive,CorbenBone
12,GK,Adrián Bone,Ecuador,26,6' 2",168,Ecuador,Inactive,No Twitter
12,F,Emiliano Bonfigli,,26,5' 10",148,Argentina,Inactive,No Twitter
15,D,Martín Bonjour,,29,6' 3",190,Argentina,Inactive,No Twitter
,F,Stefano Bonomo,,22,6' 2",170,,Inactive,bonomo_93
19,D,Leonardo Bonucci,Italy,27,6' 3",181,Italy,Inactive,No Twitter
12,F,Wilfried Bony,Ivory Coast,26,6',194,Ivory Coast,Inactive,No Twitter
5,M/F,Celso Borges,Costa Rica,26,6',172,Costa Rica,Inactive,No Twitter
5,D,Carlos Borja,,27,6',170,USA,Inactive,No Twitter
,F,Felix Borja,,31,5' 10",156,Ecuador,Inactive,No Twitter
,D/M,Danleigh Borman,,29,5' 9",160,South Africa,Inactive,No Twitter
13,D,Jonathan Bornstein,,30,5' 9",145,USA,Inactive,No Twitter
3,D,Jonathan Borrajo,,27,5' 9",165,USA,Inactive,No Twitter
8,M,Branko Boskovic,,34,6' 1",172,Serbia,Inactive,No Twitter
28,GK,Terry Boss,,33,6' 3",205,USA,Inactive,No Twitter
13,GK,Sammy Bossut,Belgium,29,6' 1",163,Belgium,Inactive,No Twitter
7,M,John Bostock,,23,5' 9",165,England,Inactive,JohnJBostock
17,M,Elbekay Bouchiba,,36,5' 10",164,Netherlands,Inactive,No Twitter
,M,Ryad Boudebouz,Algeria,24,5' 9",155,France,Inactive,No Twitter
2,D,Madjid Bouguerra,Algeria,32,6' 3",196,France,Inactive,No Twitter
,D,Matt Boullt,,24,6' 1",155,USA,Inactive,No Twitter
,M,Romena Bowie,,23,6' 1",165,Jamaica,Inactive,No Twitter
9,F,Kris Boyd,,31,6' 1",180,Scotland,Inactive,No Twitter
21,D,John Boye,Ghana,27,6' 1",159,Ghana,Inactive,No Twitter
29,D,Andrew Boyens,,31,6' 4",180,New Zealand,Inactive,No Twitter
13,M,Oliver Bozanic,Australia,26,5' 9",156,Australia,Inactive,No Twitter
4,M,Michael Bradley,USA,27,6' 2",179,USA,Inactive,No Twitter
11,M,Yacine Brahimi,Algeria,25,5' 8",171,France,Inactive,No Twitter
,D,Tom Brandt,,2015,,,,Inactive,No Twitter
,M,Connor Brandt,,22,6' 1",165,,Inactive,chapbrandt15
3,D,Rodrigo Brasesco,,29,5' 10",165,Uruguay,Inactive,No Twitter
17,F,Justin Braun,,27,6' 3",195,USA,Inactive,justinbraun17
28,M,Freddie Braun,,26,5' 10",160,USA,Inactive,No Twitter
99,F,Omar Bravo,,34,5' 7",150,Mexico,Inactive,No Twitter
1,GK,Claudio Bravo,Chile,31,6' 1",179,Chile,Inactive,No Twitter
,F,Reinaldo Brenes,,23,5' 10",155,Costa Rica,Inactive,No Twitter
14,F/M,Randall Brenes,Costa Rica,31,5' 9",,Costa Rica,Inactive,No Twitter
23,M,Mark Bresciano,Australia,35,5' 11",161,Australia,Inactive,No Twitter
23,F,Blake Brettschneider,,25,6',172,USA,Inactive,Blakebrett23
17,M,Isaác Brizuela,Mexico,24,5' 8",150,USA,Inactive,No Twitter
22,F,Jeremy Brockie,,27,6',176,New Zealand,Inactive,No Twitter
6,D,John Brooks,USA,22,6' 4",172,Germany,Inactive,No Twitter
,GK,Keasel Broome,,23,6',190,USA,Inactive,No Twitter
24,GK,Adin Brown,,36,6' 5",230,USA,Inactive,No Twitter
,M,Cameron Brown,,25,5' 9",155,USA,Inactive,No Twitter
,F,Brian Brown,,22,6' 1",185,Jamaica,Inactive,No Twitter
14,M,Marcelo Brozovic,Croatia,22,5' 11",,Croatia,Inactive,No Twitter
,M,Adam Brundle,,22,6' 2",170,England,Inactive,No Twitter
,D,Eric Brunner,,29,6' 4",170,USA,Inactive,EricBrunner5
,M,Kingsley Bryce,,21,6',180,USA,Inactive,No Twitter
,F,Edson Buddle,,33,6' 1",185,USA,Inactive,edsonbuddle
1,GK,Gianluigi Buffon,Italy,37,6' 3",183,Italy,Inactive,No Twitter
23,GK,Lee Bum-Young,South Korea,25,6' 4",198,South Korea,Inactive,No Twitter
,F,Brendan Burgdorf,,24,6' 4",190,,Inactive,No Twitter
33,M,Efrain Burgos,,26,5' 11",165,El Salvador,Inactive,juniorburgos10
21,GK,Roman Burki,Switzerland,24,6' 1",183,Switzerland,Inactive,No Twitter
15,M,Kevin Burns,,29,6' 1",175,USA,Inactive,KevinBurns15
16,M,Sergio Busquets,Spain,26,6' 2",161,Spain,Inactive,No Twitter
6,M,Yohan Cabaye,France,29,5' 9",159,France,Inactive,No Twitter
7,M,Rémy Cabella,France,24,5' 8",145,France,Inactive,No Twitter
,D,Walter Cabrera,,25,6',175,Paraguay,Inactive,No Twitter
22,D,Martín Cáceres,Uruguay,27,6',170,Uruguay,Inactive,No Twitter
17,D,Liassine Cadamuro,,26,6' 2",178,France,Inactive,No Twitter
,M,Tim Cahill,,35,5' 10",150,Australia,Inactive,Tim_Cahill
5,D,Gary Cahill,England,29,6' 2",156,England,Inactive,No Twitter
4,M/F,Tim Cahill,Australia,35,5' 10",150,Australia,Inactive,No Twitter
2,D,Geovanny Caicedo,,33,6' 2",200,Ecuador,Inactive,No Twitter
11,F,Felipe Caicedo,Ecuador,26,6' 3",172,Ecuador,Inactive,No Twitter
,M,Cody Calafiore,,24,5' 10",165,USA,Inactive,No Twitter
5,D,Diego Calderon,,28,5' 11",175,Ecuador,Inactive,No Twitter
,M,Michael Calderón,,26,5' 8",155,Costa Rica,Inactive,calde_michael
3,D,Danny Califf,,34,6',180,USA,Inactive,No Twitter
20,M,Diego Calvo,Costa Rica,23,5' 10",172,Costa Rica,Inactive,No Twitter
17,M,Luiz Camargo,,27,5' 8",172,Brazil,Inactive,No Twitter
23,GK,Daniel Cambronero,Costa Rica,29,5' 11",163,Costa Rica,Inactive,No Twitter
20,D,Geoff Cameron,,29,6' 3",185,USA,Inactive,GeoffCameron
20,D/M,Geoff Cameron,USA,29,6' 3",185,USA,Inactive,No Twitter
3,D,Hugo Campagnaro,Argentina,34,5' 11",187,Argentina,Inactive,No Twitter
9,F,Joel Campbell,Costa Rica,22,5' 10",154,Costa Rica,Inactive,No Twitter
,D,Sergio Campbell,,23,6' 4",197,Jamaica,Inactive,No Twitter
6,M,Antonio Candreva,Italy,27,5' 11",159,Italy,Inactive,No Twitter
12,D,Adrian Cann,,34,6' 3",180,Canada,Inactive,No Twitter
1,G,Joe Cannon,,40,6' 2",200,USA,Inactive,JoeCannonGK1
9,F,Milton Caraglio,,26,6' 2",195,Argentina,Inactive,No Twitter
80,M/F,Fernando Cárdenas,,26,5' 6",160,Colombia,Inactive,No Twitter
,M,Mitchell Cardenas,,24,6' 1",172,Mexico,Inactive,@Cabezon_1017
30,M,Paolo Cardozo,,25,5' 5",135,Uruguay,Inactive,paolocardozo30
,F,Pete Caringi,,22,6' 1",175,USA,Inactive,threepete9
6,M,Carlos Carmona,Chile,27,5' 10",150,Chile,Inactive,No Twitter
8,D/M,David Carney,,31,5' 11",176,Australia,Inactive,No Twitter
3,F,Calen Carr,,32,6',150,USA,Inactive,calencarr3
30,M,Junior Carreiro,,23,5' 9",,Brazil,Inactive,junior_carreiro
25,F,Christopher Carrieri,,34,5' 6",150,USA,Inactive,No Twitter
6,M,William Carvalho,Portugal,22,6' 1",,Angola,Inactive,No Twitter
14,F,Giovani Casillas,,21,5' 7",145,Mexico,Inactive,giocasillas95
1,GK,Iker Casillas,Spain,33,6',190,Spain,Inactive,No Twitter
,M,Seth Casiple,,21,5' 8",155,,Inactive,scasiple
,M,Alex Caskey,,26,5' 10",152,USA,Inactive,AlexCaskey14
10,F,Antonio Cassano,Italy,32,5' 9",172,Italy,Inactive,No Twitter
13,GK,Koen Casteels,Belgium,22,6' 5",190,Belgium,Inactive,No Twitter
,F,Geoffrey Castillion,,23,6' 3",170,Netherlands,Inactive,No Twitter
23,M,Jaime Castrillón,,31,5' 11",185,Colombia,Inactive,No Twitter
,D,Marcello Castro,Colorado Rapids,26,6' 3",190,Brazil,Inactive,No Twitter
21,F,Edinson Cavani,Uruguay,28,6',163,Uruguay,Inactive,No Twitter
20,M,Santi Cazorla,Spain,30,5' 6",145,Spain,Inactive,No Twitter
11,F,Alessio Cerci,Italy,27,5' 11",172,Italy,Inactive,No Twitter
12,GK,Júlio César,Brazil,35,6' 1",175,Brazil,Inactive,No Twitter
21,GK,Steward Ceus,,27,6' 6",205,USA,Inactive,StewC_AllDay
6,D,Mike Chabala,,30,6',175,USA,Inactive,MikeChabala
22,M,Nacer Chadli,Belgium,25,6' 1",176,Belgium,Inactive,No Twitter
21,D,Timothy Chandler,USA,24,6' 1",179,Germany,Inactive,No Twitter
2,D,Kim Chang-Soo,South Korea,29,5' 10",156,South Korea,Inactive,No Twitter
,D,Wesley Charpie,,22,6' 1",173,FL,Inactive,WesleyCharpie
99,F,Diego Chaves,,29,5' 10",150,Uruguay,Inactive,No Twitter
,M,Marvin Chávez,,31,5' 5",145,Honduras,Inactive,marvinchavez18
,F,Victor Chavez,,22,5' 11",170,USA,Inactive,No Twitter
23,M,Marvin Chávez,Honduras,31,5' 5",145,Honduras,Inactive,No Twitter
2,D,Osman Chávez,Honduras,30,6' 1",189,Honduras,Inactive,No Twitter
14,D,Aurelien Chedjou,Cameroon,29,6',190,Cameroon,Inactive,No Twitter
3,D,Giorgio Chiellini,Italy,30,6' 1",168,Italy,Inactive,No Twitter
77,F,Chukwudi Chijindu,CD Chivas USA,28,5' 9",188,USA,Inactive,No Twitter
25,F,Brian Ching,,36,6' 1",195,USA,Inactive,brianching
25,F,Conor Chinn,,27,6',,USA,Inactive,conorchinn
20,M/F,Davide Chiumiento,,30,5' 8",150,Switzerland,Inactive,No Twitter
13,F,Eric Maxim Choupo-Moting,Cameroon,25,6' 3",185,Germany,Inactive,No Twitter
,M,Ian Christianson,,23,5' 11",155,United States,Inactive,iChristianson6
,M,Quinton Christina,,19,,,,Inactive,No Twitter
16,M,Lazaros Christodoulopoulos,Greece,28,6',170,Greece,Inactive,No Twitter
10,F,Park Chu-Young,South Korea,29,6',165,South Korea,Inactive,No Twitter
21,M,Carlo Chueca,,21,5' 8",143,Peru,Inactive,No Twitter
12,M,Mark Chung,,44,5' 7",150,Canada,Inactive,No Twitter
17,M,Lee Chung-Yong,South Korea,26,5' 11",152,South Korea,Inactive,No Twitter
,M,Bryan Ciesiulka,,23,5' 4",,USA,Inactive,No Twitter
1,GK,Jasper Cillessen,Netherlands,25,6' 1",181,Netherlands,Inactive,No Twitter
23,D,Laurent Ciman,Belgium,29,5' 11",143,Belgium,Inactive,No Twitter
,M,Marc Cintron,,24,6' 1",165,,Inactive,Marc_Cintron
4,M,Kalifa Cissé,,31,6' 2",180,France,Inactive,No Twitter
11,M,Colin Clark,,30,5' 11",176,USA,Inactive,cOlin_cLark7
,M,Louis Clark,,24,5' 10",150,England,Inactive,No Twitter
,M/D,Ryan Clark,,24,5' 10",170,USA,Inactive,No Twitter
20,M,Jorge Claros,Honduras,29,5' 9",,Honduras,Inactive,No Twitter
16,M,Jordy Clasie,Netherlands,23,5' 6",150,Netherlands,Inactive,No Twitter
33,D,Adam Clement,,24,6' 4",195,USA,Inactive,aClem17
,M,Tom Cleverley,England,25,5' 9",,England,Inactive,No Twitter
19,D,Sebastian Coates,Uruguay,24,6' 5",187,Uruguay,Inactive,No Twitter
45,D,Ryan Cochrane,,31,6' 1",180,USA,Inactive,RyanTCochrane
5,D,Fábio Coentrão,Portugal,26,5' 10",145,Portugal,Inactive,No Twitter
,GK,Noah Cohen,,24,6',170,South Africa,Inactive,No Twitter
,M,James Cohn,,24,6',175,USA,Inactive,No Twitter
32,D,Miguel Comminges,,32,5' 10",160,Guadeloupe,Inactive,No Twitter
,D,Gustavo Silva Conceicao,,28,6' 1",198,Brazil,Inactive,No Twitter
2,D,Wilman Conde,,32,6' 2",188,Colombia,Inactive,No Twitter
,M,Gabriel Conelian,,24,5' 9",145,Brazil,Inactive,No Twitter
12,D,Jimmy Conrad,,38,6' 2",185,USA,Inactive,JimmyConrad_com
,M,Bobby Convey,,31,5' 9",150,USA,Inactive,No Twitter
,GK,Jon Conway,,37,6' 6",215,USA,Inactive,No Twitter
,D,Kevin Cope,,23,6' 1",175,USA,Inactive,Kevin_Cope
16,M,Oscar Cordon,,22,5' 9",155,Canada,Inactive,OscarCordon16
2,D,Franco Coria,,26,6',170,Argentina,Inactive,No Twitter
5,D,Vedran Corluka,Croatia,29,6' 3",176,Bosnia and Herzegovina,Inactive,No Twitter
1,GK,Jesús Corona,Mexico,34,6',185,Mexico,Inactive,No Twitter
,M,Joe Corona,USA,24,5' 8",161,,Inactive,No Twitter
23,F,Bernardo Corradi,,38,6' 3",189,Italy,Inactive,No Twitter
,M,A.J. Corrado,,23,5' 10",160,USA,Inactive,acorrado92
12,M,Ramiro Corrales,,37,6',180,USA,Inactive,No Twitter
27,F,José Erick Correa,CD Chivas USA,22,6' 1",190,Colombia,Inactive,No Twitter
27,F,Chris Cortez,,26,6' 4",185,USA,Inactive,No Twitter
19,F,Diego Costa,Spain,26,6' 1",172,Brazil,Inactive,No Twitter
13,D,Ricardo Costa,Portugal,33,6',176,Portugal,Inactive,No Twitter
,F,Carlo Costly,,32,6' 2",187,Honduras,Inactive,No Twitter
13,F,Carlo Costly,Honduras,32,6' 2",187,Honduras,Inactive,No Twitter
18,GK,Bouna Coundoul,,32,6' 2",197,Senegal,Inactive,No Twitter
15,M,Laurent Courtois,,36,5' 8",154,France,Inactive,laurentcourtois
1,GK,Thibaut Courtois,Belgium,22,6' 4",176,Belgium,Inactive,No Twitter
,M,Ted Cribley,,24,6',170,England,Inactive,No Twitter
17,F,Adam Cristman,,30,6',190,USA,Inactive,GalaxyAC17
1,G,Steve Cronin,,31,6' 3",197,USA,Inactive,Cronin_Keeper
44,D,Leone Cruz,,27,6',172,USA,Inactive,No Twitter
,M,Daniel Cruz,,33,5' 10",172,Colombia,Inactive,No Twitter
11,M,Juan Cuadrado,Colombia,26,5' 9",145,Colombia,Inactive,No Twitter
22,M,José Miguel Cubero,Costa Rica,28,5' 11",,Costa Rica,Inactive,No Twitter
23,GK,Carlo Cudicini,,41,6' 1",175,Italy,Inactive,Capitancarloc
89,D,Yamith Cuesta,,25,6' 3",177,Colombia,Inactive,No Twitter
,F,Omar Cummings,,32,5' 10",165,Jamaica,Inactive,No Twitter
33,F,Jeff Cunningham,,38,5' 7",172,Jamaica,Inactive,No Twitter
25,F,Daneil Cyrus,,24,6' 3",150,Trinidad and Tobago,Inactive,No Twitter
3,M,Austin da Luz,,27,5' 10",160,USA,Inactive,austindaluz
6,MF,Ousmane Dabo,,38,6',160,France,Inactive,ousdabo
,M/F,Kadeem Dacres,,23,5' 8",155,USA,Inactive,kdeem0891
8,M,Ha Dae-Sung,South Korea,29,6',165,South Korea,Inactive,No Twitter
26,M,Keon Daniel,,28,6' 1",170,Trinidad and Tobago,Inactive,No Twitter
,D,Futty Danso,,31,6' 3",185,Gambia,Inactive,No Twitter
13,D,Dante,Brazil,31,6' 2",192,Brazil,Inactive,No Twitter
16,GK,Fatau Dauda,Ghana,29,5' 11",170,Ghana,Inactive,No Twitter
,D,Mark Daus,,23,5' 11",175,USA,Inactive,No Twitter
22,GK,Daniel Davari,Iran,27,6' 3",187,Germany,Inactive,No Twitter
,M,Machael David,Colorado Rapids,26,5' 8",160,Nigeria,Inactive,machaeldavid
27,M,Jun Marques Davidson,,31,6' 1",185,Japan,Inactive,No Twitter
3,D,Jason Davidson,Australia,23,5' 11",159,Australia,Inactive,No Twitter
29,D,Kyle Davies,,25,5' 11",160,USA,Inactive,No Twitter
15,M,Philippe Davies,,24,6',165,Canada,Inactive,Phildavies15
27,D,Justin Davies,LA Galaxy,26,5' 9",160,USA,Inactive,No Twitter
14,M,Brad Davis,USA,33,5' 11",170,USA,Inactive,No Twitter
10,M/F,Simon Dawkins,,27,5' 10",160,England,Inactive,@SimonDawkins87
,D,Joseph Dawkins,,23,6',180,New Zealand,Inactive,No Twitter
3,D,Diogo de Almeida,,26,6',175,Brazil,Inactive,diogobortolazzo
7,M,Kevin De Bruyne,Belgium,23,5' 11",150,Belgium,Inactive,No Twitter
12,GK,David de Gea,Spain,24,6' 3",181,Spain,Inactive,No Twitter
6,M,Julian de Guzman,,33,5' 7",150,Canada,Inactive,jdeguz
6,M,Jonathan de Guzmán,Netherlands,27,5' 9",134,Canada,Inactive,No Twitter
8,M,Nigel de Jong,Netherlands,30,5' 9",159,Netherlands,Inactive,No Twitter
14,F,Bryan de la Fuente,,22,5' 9",155,USA,Inactive,No Twitter
3,D,Mario De Luna,,27,5' 9",174,Mexico,Inactive,delunamario
,M,Dwayne De Rosario,,36,5' 9",182,Canada,Inactive,dwaynederosario
16,M,Daniele De Rossi,Italy,31,6' 1",183,Italy,Inactive,No Twitter
2,D,Mattia De Sciglio,Italy,22,6',163,Italy,Inactive,No Twitter
,M,Sean de Silva,,25,5' 7",165,Trinidad and Tobago,Inactive,No Twitter
3,D,Stefan de Vrij,Netherlands,23,6' 2",172,Netherlands,Inactive,No Twitter
2,D,Mathieu Debuchy,France,29,5' 9",168,France,Inactive,No Twitter
,F,Jermain Defoe,,32,5' 7",143,England,Inactive,IAmJermainDefoe
16,M,Steven Defour,Belgium,26,5' 9",143,Belgium,Inactive,No Twitter
21,M,Ashkan Dejagah,Iran,28,5' 11",163,Iran,Inactive,No Twitter
,D,Alex DeJohn,,23,6',172,USA,Inactive,No Twitter
,M/D,Luciano Delbono,,23,5' 10",157,USA,Inactive,No Twitter
,M,Dan Delgado,,23,5' 11",175,Mexico,Inactive,No Twitter
3,M,Paolo DelPiccolo,,23,6',165,USA,Inactive,pdp03
19,M,Moussa Dembélé,Belgium,27,5' 10",154,Belgium,Inactive,No Twitter
,D,Jay DeMerit,,35,6' 1",180,USA,Inactive,D6MERIT
15,D,Martin Demichelis,Argentina,34,6',172,Argentina,Inactive,No Twitter
8,F/M,Clint Dempsey,USA,31,6' 1",170,USA,Inactive,No Twitter
7,M,Igor Denisov,Russia,30,5' 9",154,Russia,Inactive,No Twitter
21,M,Memphis Depay,Netherlands,21,5' 9",,Netherlands,Inactive,No Twitter
,D,Robert Derschang,,22,6',165,USA,Inactive,RobbieDerschang
7,M,Ángel di María,Argentina,27,5' 10",165,Argentina,Inactive,No Twitter
,F,Marco Di Vaio,,38,5' 11",172,Italy,Inactive,divaio9
,M/F,Amadou Dia,,21,5' 9",146,,Inactive,Amadou_iT11
19,F,Mamadou Diallo,,31,5' 4",160,Senegal,Inactive,No Twitter
,D,Jose Diaz,CD Chivas USA,23,6' 3",175,,Inactive,No Twitter
15,D,Júnior Díaz,Costa Rica,31,6' 1",168,Costa Rica,Inactive,No Twitter
21,M,Marcelo Díaz,Chile,28,5' 5",148,Chile,Inactive,No Twitter
20,M,Serey Die,Ivory Coast,30,5' 10",170,Ivory Coast,Inactive,No Twitter
6,D,Digão,,29,6' 4",183,Brazil,Inactive,No Twitter
17,D,Lucas Digne,France,21,5' 10",163,France,Inactive,No Twitter
,M/D,Joey Dillon,,23,6',160,USA,Inactive,No Twitter
14,M,Ismael Diomande,Ivory Coast,22,5' 11",,Ivory Coast,Inactive,No Twitter
20,F,Birahim Diop,,36,6' 3",175,Senegal,Inactive,No Twitter
,F,Stephane Diop,,25,5' 11",165,Senegal,Inactive,No Twitter
,F,Mamadou Diouf,,24,6' 1",170,Senegal,Inactive,No Twitter
10,M,Mikkel Diskerud,USA,24,6',156,Norway,Inactive,No Twitter
18,F/M,Abdelmoumen Djabou,Algeria,28,5' 5",130,Algeria,Inactive,No Twitter
18,D,Constant Djakpa,Ivory Coast,28,5' 10",163,Ivory Coast,Inactive,No Twitter
,M,Yannick Djalo,,28,5' 6",140,Guinea-Bissau,Inactive,No Twitter
4,D,Cedric Djeugoue,Cameroon,22,5' 9",,Cameroon,Inactive,No Twitter
20,D,Johan Djourou,Switzerland,28,6' 3",192,Ivory Coast,Inactive,No Twitter
,D,Jake Dobkins,,24,6',170,,Inactive,No Twitter
1,G,Mark Dodd,,49,6' 2",180,USA,Inactive,No Twitter
3,D,Didier Domi,,36,5' 11",160,France,Inactive,No Twitter
22,GK,Alexander Domínguez,Ecuador,27,6' 4",168,Ecuador,Inactive,No Twitter
19,F,JI Dong-Won,South Korea,23,6' 1",172,South Korea,Inactive,No Twitter
10,M,Landon Donovan,LA Galaxy,32,5' 8",155,USA,Inactive,landondonovan
10,F,Giovani dos Santos,Mexico,25,5' 9",156,Mexico,Inactive,No Twitter
,M,Antonio Dovale,,24,5' 8",152,Spain,Inactive,tonidovale9
3,D,John Doyle,,48,6' 3",200,USA,Inactive,No Twitter
14,M,Julian Draxler,Germany,21,6' 1",163,Germany,Inactive,No Twitter
,M,Andrew Driver,,27,5' 9",152,England,Inactive,AndrewDriver20
19,F,Josip Drmić,Switzerland,22,6',154,Switzerland,Inactive,No Twitter
11,F,Didier Drogba,Ivory Coast,36,6' 2",201,Ivory Coast,Inactive,No Twitter
6,D,Oscar Duarte,Costa Rica,25,6',187,Nicaragua,Inactive,No Twitter
7,F,Kheli Dube,,31,6' 1",155,Zimbabwe,Inactive,KheliDube11
,D,Devante Dubose,,22,5' 10",159,United States,Inactive,@DuBoss22
16,D,Bilal Duckett,,26,6' 2",165,USA,Inactive,bilalduckett
19,D,Emiliano Dudar,,33,6' 4",198,Argentina,Inactive,No Twitter
40,G,Alec Dufty,,27,6' 5",205,USA,Inactive,No Twitter
15,D,Mike Duhaney,,40,5' 11",165,USA,Inactive,No Twitter
,M,Christian Duke,,23,5' 9",157,USA,Inactive,CMduke20
23,M,Terry Dunfield,,32,5' 10",165,Canada,Inactive,No Twitter
,D,Andrew Duran,,25,6' 1",160,USA,Inactive,durn15
15,D,Erik Durm,Germany,22,5' 11",,Germany,Inactive,No Twitter
