country,continent,opposition,opposition_continent,played,wins,draws,losses,gf,ga
iraq,asia,oman,asia,4,1,2,1,5,3
iraq,asia,pakistan,asia,6,5,1,0,31,3
iraq,asia,paraguay,southamerica,1,0,0,1,0,1
iraq,asia,qatar,asia,7,2,1,4,5,10
iraq,asia,saudi-arabia,africa,4,0,1,3,2,5
iraq,asia,singapore,asia,2,1,1,0,2,0
iraq,asia,syria,asia,3,2,1,0,5,2
iraq,asia,thailand,asia,2,1,1,0,5,1
iraq,asia,united-arab-emirates,asia,2,1,0,1,4,4
iraq,asia,uzbekistan,asia,2,0,1,1,2,3
iraq,asia,yemen,asia,4,3,1,0,11,1
jordan,asia,australia,asia,2,1,0,1,2,5
jordan,asia,bahrain,asia,2,1,0,1,4,2
jordan,asia,china-pr,asia,4,1,0,3,4,11
jordan,asia,iran,asia,2,1,0,1,1,2
jordan,asia,iraq,asia,10,1,2,7,7,20
jordan,asia,japan,asia,2,1,0,1,2,7
jordan,asia,korea-republic,asia,2,0,1,1,2,3
jordan,asia,kyrgyzstan,asia,2,1,0,1,2,2
jordan,asia,laos,asia,2,2,0,0,8,2
jordan,asia,nepal,asia,2,1,1,0,10,1
jordan,asia,oman,asia,4,3,0,1,6,2
jordan,asia,pakistan,asia,2,1,0,1,3,6
jordan,asia,qatar,asia,6,2,1,3,3,6
jordan,asia,turkmenistan,asia,4,2,0,2,5,4
jordan,asia,united-arab-emirates,asia,2,0,1,1,0,2
jordan,asia,uruguay,southamerica,2,0,1,1,0,5
jordan,asia,uzbekistan,asia,4,0,4,0,5,5
jordan,asia,yemen,asia,2,0,2,0,2,2
kuwait,asia,australia,asia,2,2,0,0,3,1
kuwait,asia,bahrain,asia,4,3,0,1,6,3
kuwait,asia,china-pr,asia,6,2,0,4,3,7
kuwait,asia,czechoslovakia,europe,1,0,1,0,1,1
kuwait,asia,england,europe,1,0,0,1,0,1
kuwait,asia,france,europe,1,0,0,1,1,4
kuwait,asia,hong-kong,asia,4,4,0,0,13,1
kuwait,asia,iran,asia,8,0,3,5,5,12
kuwait,asia,korea-republic,asia,7,1,3,3,5,10
kuwait,asia,kyrgyzstan,asia,2,2,0,0,5,0
kuwait,asia,lebanon,asia,4,2,1,1,7,4
kuwait,asia,malaysia,asia,5,4,1,0,15,2
kuwait,asia,new-zealand,oceania,2,1,1,0,4,3
kuwait,asia,pakistan,asia,2,2,0,0,3,0
kuwait,asia,philippines,asia,2,2,0,0,5,1
kuwait,asia,qatar,asia,4,3,0,1,8,2
kuwait,asia,saudi-arabia,africa,7,3,1,3,6,8
kuwait,asia,singapore,asia,4,3,1,0,7,1
kuwait,asia,syria,asia,6,1,1,4,5,8
kuwait,asia,thailand,asia,1,1,0,0,6,0
kuwait,asia,united-arab-emirates,asia,6,3,0,3,10,11
kuwait,asia,uzbekistan,asia,2,1,0,1,4,4
lebanon,asia,bahrain,asia,2,0,2,0,0,0
lebanon,asia,bangladesh,asia,2,1,0,1,4,2
lebanon,asia,hong-kong,asia,2,1,1,0,4,3
lebanon,asia,india,asia,4,2,2,0,10,6
lebanon,asia,iraq,asia,2,0,0,2,0,12
lebanon,asia,korea-republic,asia,8,1,2,5,4,17
lebanon,asia,kuwait,asia,4,1,1,2,4,7
lebanon,asia,maldives,asia,2,2,0,0,8,2
lebanon,asia,pakistan,asia,2,2,0,0,14,1
lebanon,asia,qatar,asia,4,0,0,4,0,17
lebanon,asia,saudi-arabia,africa,2,0,0,2,2,6
lebanon,asia,singapore,asia,4,1,1,2,4,6
lebanon,asia,sri-lanka,asia,2,2,0,0,9,0
lebanon,asia,thailand,asia,2,0,1,1,3,4
lebanon,asia,united-arab-emirates,asia,2,1,1,0,3,1
lebanon,asia,uzbekistan,asia,4,0,2,2,2,6
lebanon,asia,vietnam,asia,2,1,1,0,2,0
oman,asia,australia,asia,4,1,2,1,3,5
oman,asia,bahrain,asia,2,0,1,1,1,2
oman,asia,china-pr,asia,2,0,0,2,0,3
oman,asia,india,asia,2,1,1,0,5,1
oman,asia,iran,asia,2,0,1,1,0,1
oman,asia,iraq,asia,4,1,2,1,3,5
oman,asia,japan,asia,8,0,2,6,3,13
oman,asia,jordan,asia,4,1,0,3,2,6
oman,asia,laos,asia,2,2,0,0,19,0
oman,asia,myanmar,asia,2,1,0,0,3,0
oman,asia,nepal,asia,4,4,0,0,11,0
oman,asia,philippines,asia,2,2,0,0,9,0
oman,asia,qatar,asia,4,0,2,2,0,6
oman,asia,saudi-arabia,africa,2,0,2,0,0,0
oman,asia,singapore,asia,2,2,0,0,9,0
oman,asia,syria,asia,4,1,2,1,6,5
oman,asia,thailand,asia,4,3,0,1,5,4
oman,asia,united-arab-emirates,asia,2,0,2,0,3,3
oman,asia,uzbekistan,asia,2,1,0,1,4,7
qatar,asia,australia,asia,4,0,1,3,1,10
qatar,asia,bahrain,asia,7,2,3,2,6,5
qatar,asia,china-pr,asia,7,3,3,1,8,8
qatar,asia,hong-kong,asia,2,2,0,0,5,0
qatar,asia,india,asia,1,1,0,0,6,0
qatar,asia,indonesia,asia,4,4,0,0,14,4
qatar,asia,iran,asia,8,1,2,4,6,11
qatar,asia,iraq,asia,7,4,1,2,10,5
qatar,asia,japan,asia,2,0,1,1,1,4
qatar,asia,jordan,asia,6,3,1,2,6,3
qatar,asia,korea-republic,asia,3,0,1,2,2,6
qatar,asia,kuwait,asia,4,1,0,3,2,8
qatar,asia,laos,asia,2,2,0,0,11,1
qatar,asia,lebanon,asia,4,4,0,0,17,0
qatar,asia,malaysia,asia,2,1,1,0,5,1
qatar,asia,oman,asia,4,2,2,0,6,0
qatar,asia,philippines,asia,1,1,0,0,5,0
qatar,asia,saudi-arabia,africa,4,0,1,3,1,4
qatar,asia,singapore,asia,2,1,0,1,4,2
qatar,asia,sri-lanka,asia,3,3,0,0,9,0
qatar,asia,syria,asia,1,1,0,0,2,1
qatar,asia,united-arab-emirates,asia,3,1,1,1,4,3
qatar,asia,uzbekistan,asia,6,1,1,4,7,14
qatar,asia,vietnam,asia,4,3,0,1,12,2
syria,asia,afghanistan,asia,2,2,0,0,5,1
syria,asia,bahrain,asia,6,1,3,2,5,6
syria,asia,indonesia,asia,2,2,0,0,11,1
syria,asia,iran,asia,10,1,4,5,5,11
syria,asia,iraq,asia,3,0,1,2,2,5
syria,asia,kuwait,asia,6,4,1,1,8,5
syria,asia,kyrgyzstan,asia,4,0,2,2,2,4
syria,asia,laos,asia,2,2,0,0,20,0
syria,asia,maldives,asia,1,1,0,0,12,0
syria,asia,oman,asia,4,1,2,1,5,6
syria,asia,philippines,asia,2,2,0,0,17,1
syria,asia,qatar,asia,1,0,0,1,1,2
syria,asia,saudi-arabia,africa,5,1,1,3,6,10
syria,asia,sudan,africa,2,0,1,1,1,2
syria,asia,tajikistan,asia,4,2,0,2,3,7
syria,asia,turkey,europe,1,0,0,1,0,7
syria,asia,united-arab-emirates,asia,2,1,1,0,4,2
united-arab-emirates,asia,bahrain,asia,2,2,0,0,5,1
united-arab-emirates,asia,bangladesh,asia,2,2,0,0,8,0
united-arab-emirates,asia,brunei-darussalam,asia,2,2,0,0,16,0
united-arab-emirates,asia,china-pr,asia,3,1,0,2,2,5
united-arab-emirates,asia,colombia,southamerica,1,0,0,1,0,2
united-arab-emirates,asia,india,asia,4,2,1,1,6,3
united-arab-emirates,asia,iran,asia,6,0,2,4,1,7
united-arab-emirates,asia,iraq,asia,2,1,0,1,4,4
united-arab-emirates,asia,japan,asia,4,0,3,1,2,4
united-arab-emirates,asia,jordan,asia,2,1,1,0,2,0
united-arab-emirates,asia,kazakhstan,europe,2,1,0,1,4,3
united-arab-emirates,asia,korea-republic,asia,7,0,1,6,4,17
united-arab-emirates,asia,kuwait,asia,6,3,0,3,11,10
united-arab-emirates,asia,lebanon,asia,2,0,1,1,1,3
united-arab-emirates,asia,oman,asia,2,0,2,0,3,3
united-arab-emirates,asia,pakistan,asia,2,2,0,0,9,1
united-arab-emirates,asia,qatar,asia,3,1,1,1,3,4
united-arab-emirates,asia,saudi-arabia,africa,5,1,2,2,4,5
united-arab-emirates,asia,sri-lanka,asia,2,2,0,0,7,0
united-arab-emirates,asia,syria,asia,2,0,1,1,2,4
united-arab-emirates,asia,thailand,asia,4,3,0,1,4,4
united-arab-emirates,asia,uzbekistan,asia,4,3,1,0,8,3
united-arab-emirates,asia,vietnam,asia,2,2,0,0,6,0
united-arab-emirates,asia,yemen,asia,4,2,0,2,8,7
yemen,asia,brunei-darussalam,asia,2,2,0,0,6,0
yemen,asia,cambodia,asia,2,2,0,0,8,0
yemen,asia,china-pr,asia,2,1,0,1,1,1
yemen,asia,india,asia,2,0,2,0,4,4
yemen,asia,indonesia,asia,2,0,2,0,1,1
yemen,asia,iraq,asia,4,0,1,3,1,11
yemen,asia,jordan,asia,2,0,2,0,2,2
yemen,asia,maldives,asia,2,1,0,1,3,2
yemen,asia,pakistan,asia,2,2,0,0,8,1
yemen,asia,thailand,asia,4,0,2,2,2,6
yemen,asia,united-arab-emirates,asia,4,2,0,2,7,8
yemen,asia,uzbekistan,asia,3,0,1,2,1,6
algeria,africa,angola,africa,4,1,2,1,4,4
algeria,africa,austria,europe,1,0,0,1,0,2
algeria,africa,belgium,europe,1,0,0,1,1,2
algeria,africa,benin,africa,2,2,0,0,6,2
algeria,africa,brazil,southamerica,1,0,0,1,0,1
algeria,africa,burkina-faso,africa,2,1,0,1,3,3
algeria,africa,burundi,africa,2,1,1,0,3,1
algeria,africa,cape-verde-islands,africa,2,1,1,0,2,0
algeria,africa,chile,southamerica,1,1,0,0,3,2
algeria,africa,egypt,africa,7,2,2,3,7,10
algeria,africa,england,europe,1,0,1,0,0,0
algeria,africa,gabon,africa,2,0,1,1,0,3
algeria,africa,gambia,africa,2,1,0,1,1,1
algeria,africa,ghana,africa,2,1,0,1,2,3
algeria,africa,guinea,africa,2,1,0,1,2,5
algeria,africa,guinea-bissau,africa,1,1,0,0,4,1
algeria,africa,ivory-coast,africa,4,1,2,1,2,2
algeria,africa,kenya,africa,2,1,0,1,2,3
algeria,africa,korea-republic,asia,1,1,0,0,4,2
algeria,africa,liberia,africa,2,1,1,0,3,0
algeria,africa,libya,africa,3,1,2,0,1,0
algeria,africa,mali,africa,2,1,0,1,2,2
algeria,africa,morocco,africa,2,0,0,2,2,4
algeria,africa,namibia,africa,2,2,0,0,5,0
algeria,africa,niger,africa,3,2,0,1,10,1
algeria,africa,nigeria,africa,6,2,1,3,8,12
algeria,africa,northern-ireland,europe,1,0,1,0,1,1
algeria,africa,russia,europe,1,0,0,0,,
algeria,africa,rwanda,africa,6,4,2,0,10,2
algeria,africa,senegal,africa,4,1,1,2,4,7
algeria,africa,sierra-leone,africa,2,1,1,0,5,3
algeria,africa,slovenia,europe,1,0,0,1,0,1
algeria,africa,spain,europe,1,0,0,1,0,3
algeria,africa,sudan,africa,2,1,1,0,3,1
algeria,africa,tunisia,africa,6,2,2,2,9,6
algeria,africa,usa,concacaf,1,0,0,1,0,1
algeria,africa,zambia,africa,4,4,0,0,6,0
algeria,africa,zimbabwe,africa,4,2,2,0,8,4
angola,africa,algeria,africa,4,1,2,1,4,4
angola,africa,benin,africa,2,1,0,1,5,3
angola,africa,cameroon,africa,6,1,3,2,5,7
angola,africa,chad,africa,2,1,0,1,3,3
angola,africa,egypt,africa,2,0,1,1,0,1
angola,africa,gabon,africa,4,2,1,1,7,3
angola,africa,iran,asia,1,0,1,0,1,1
angola,africa,liberia,africa,2,1,0,0,4,1
angola,africa,libya,africa,2,1,1,0,4,2
angola,africa,mexico,concacaf,1,0,1,0,0,0
angola,africa,niger,africa,2,2,0,0,5,2
angola,africa,nigeria,africa,4,1,2,1,4,4
angola,africa,portugal,europe,1,0,0,1,0,1
angola,africa,rwanda,africa,2,2,0,0,2,0
angola,africa,senegal,africa,4,1,2,1,3,3
angola,africa,sudan,africa,2,1,1,0,2,1
angola,africa,swaziland,africa,2,2,0,0,8,1
angola,africa,togo,africa,6,2,4,0,7,4
angola,africa,uganda,africa,6,2,2,2,8,7
angola,africa,zambia,africa,2,1,1,0,3,2
angola,africa,zimbabwe,africa,7,2,3,2,5,6
benin,africa,algeria,africa,2,0,0,2,2,6
benin,africa,angola,africa,2,1,0,1,3,5
benin,africa,cameroon,africa,2,0,0,2,2,6
benin,africa,egypt,africa,2,0,1,1,4,7
benin,africa,ethiopia,africa,2,1,0,1,2,3
benin,africa,ghana,africa,2,1,0,1,1,1
benin,africa,ivory-coast,africa,2,0,0,2,0,4
benin,africa,libya,africa,2,1,0,1,2,4
benin,africa,madagascar,africa,1,1,0,0,3,2
benin,africa,mali,africa,4,1,2,1,5,6
benin,africa,morocco,africa,2,0,0,2,0,6
benin,africa,niger,africa,2,2,0,0,4,0
benin,africa,rwanda,africa,3,2,1,0,5,1
benin,africa,senegal,africa,2,0,1,1,1,2
benin,africa,sudan,africa,4,2,1,1,4,3
benin,africa,tunisia,africa,4,0,0,4,1,16
benin,africa,uganda,africa,2,1,0,1,5,3
botswana,africa,central-african-republic,africa,2,1,1,0,3,2
botswana,africa,ethiopia,africa,2,0,0,2,1,3
botswana,africa,guinea,africa,2,0,0,2,1,6
botswana,africa,ivory-coast,africa,4,0,2,2,1,11
botswana,africa,kenya,africa,2,1,0,1,2,2
botswana,africa,lesotho,africa,1,0,1,0,0,0
botswana,africa,madagascar,africa,2,0,1,1,0,1
botswana,africa,malawi,africa,2,2,0,0,5,1
botswana,africa,morocco,africa,2,0,0,2,0,2
botswana,africa,mozambique,africa,2,1,0,1,2,2
botswana,africa,niger,africa,2,0,0,2,1,3
botswana,africa,tunisia,africa,2,0,0,2,2,7
botswana,africa,zambia,africa,2,0,0,2,0,2
burkina-faso,africa,algeria,africa,2,1,0,1,3,3
burkina-faso,africa,burundi,africa,2,2,0,0,5,1
burkina-faso,africa,cape-verde-islands,africa,2,0,0,2,1,3
burkina-faso,africa,congo-dr,africa,2,1,0,1,4,3
burkina-faso,africa,ethiopia,africa,2,1,0,1,4,2
burkina-faso,africa,gabon,africa,2,1,0,1,1,1
burkina-faso,africa,ghana,africa,2,1,0,1,2,2
burkina-faso,africa,guinea,africa,6,2,1,3,9,11
burkina-faso,africa,ivory-coast,africa,2,0,0,2,2,8
burkina-faso,africa,kenya,africa,2,0,0,2,5,8
burkina-faso,africa,libya,africa,2,1,0,1,2,3
burkina-faso,africa,malawi,africa,4,3,1,0,7,3
burkina-faso,africa,mauritania,africa,2,1,1,0,2,0
burkina-faso,africa,nigeria,africa,2,0,0,2,1,4
burkina-faso,africa,seychelles,africa,2,2,0,0,7,3
burkina-faso,africa,south-africa,africa,4,1,1,2,4,5
burkina-faso,africa,tunisia,africa,2,1,1,0,2,1
burkina-faso,africa,uganda,africa,2,1,1,0,4,2
burkina-faso,africa,zimbabwe,africa,2,0,0,2,1,3
burundi,africa,algeria,africa,2,0,1,1,1,3
burundi,africa,burkina-faso,africa,2,0,0,2,1,5
burundi,africa,gabon,africa,1,0,0,1,1,4
burundi,africa,ghana,africa,3,1,0,2,1,2
burundi,africa,seychelles,africa,2,2,0,0,3,1
burundi,africa,sierra-leone,africa,2,2,0,0,2,0
burundi,africa,tunisia,africa,2,0,0,2,1,3
cameroon,africa,angola,africa,6,2,3,1,7,5
cameroon,africa,argentina,southamerica,1,1,0,0,1,0
cameroon,africa,austria,europe,1,0,1,0,1,1
cameroon,africa,benin,africa,2,2,0,0,6,2
cameroon,africa,brazil,southamerica,2,0,0,2,1,7
cameroon,africa,cape-verde-islands,africa,2,2,0,0,4,1
cameroon,africa,chile,southamerica,1,0,1,0,1,1
cameroon,africa,colombia,southamerica,1,1,0,0,2,1
cameroon,africa,congo-dr,africa,1,0,1,0,0,0
cameroon,africa,croatia,europe,1,0,0,1,0,4
cameroon,africa,denmark,europe,1,0,0,1,1,2
cameroon,africa,egypt,africa,2,0,1,1,3,4
cameroon,africa,england,europe,1,0,0,1,2,3
cameroon,africa,gabon,africa,4,4,0,0,9,3
cameroon,africa,germany,europe,1,0,0,1,0,2
cameroon,africa,guinea,africa,2,2,0,0,4,1
cameroon,africa,italy,europe,2,0,1,1,1,4
cameroon,africa,ivory-coast,africa,2,2,0,0,5,2
cameroon,africa,japan,asia,1,0,0,1,0,1
cameroon,africa,liberia,africa,1,0,1,0,0,0
cameroon,africa,libya,africa,6,4,1,1,7,2
cameroon,africa,malawi,africa,2,1,1,0,4,1
cameroon,africa,mauritius,africa,2,2,0,0,8,0
cameroon,africa,mexico,concacaf,1,0,0,1,0,1
cameroon,africa,morocco,africa,4,3,1,0,6,1
cameroon,africa,netherlands,europe,1,0,0,1,1,2
cameroon,africa,nigeria,africa,4,1,1,2,4,6
cameroon,africa,peru,southamerica,1,0,1,0,0,0
cameroon,africa,poland,europe,1,0,1,0,0,0
cameroon,africa,republic-of-ireland,europe,1,0,1,0,1,1
cameroon,africa,romania,europe,1,1,0,0,2,0
cameroon,africa,russia,europe,1,0,0,1,1,6
cameroon,africa,saudi-arabia,africa,1,1,0,0,1,0
cameroon,africa,somalia,africa,2,2,0,0,6,0
cameroon,africa,sudan,africa,2,1,1,0,3,2
cameroon,africa,swaziland,africa,2,1,1,0,5,0
cameroon,africa,sweden,europe,1,0,1,0,2,2
cameroon,africa,tanzania,africa,2,1,1,0,2,1
cameroon,africa,togo,africa,8,6,0,2,15,6
cameroon,africa,tunisia,africa,4,3,1,0,7,1
cameroon,africa,zambia,africa,4,1,2,1,5,7
cameroon,africa,zimbabwe,africa,6,4,0,2,8,4
cape-verde-islands,africa,algeria,africa,2,0,1,1,0,2
cape-verde-islands,africa,burkina-faso,africa,2,2,0,0,3,1
cape-verde-islands,africa,cameroon,africa,2,0,0,2,1,4
cape-verde-islands,africa,congo-dr,africa,2,0,1,1,2,3
cape-verde-islands,africa,equatorial-guinea,africa,2,2,0,0,5,1
cape-verde-islands,africa,ghana,africa,2,0,0,2,0,6
cape-verde-islands,africa,mauritius,africa,2,2,0,0,4,1
cape-verde-islands,africa,sierra-leone,africa,2,1,0,1,2,2
cape-verde-islands,africa,south-africa,africa,2,0,0,2,2,4
cape-verde-islands,africa,swaziland,africa,1,1,0,0,3,0
cape-verde-islands,africa,tanzania,africa,2,1,0,1,2,3
cape-verde-islands,africa,uganda,africa,2,1,0,1,1,1
central-african-republic,africa,botswana,africa,2,0,1,1,2,3
central-african-republic,africa,ethiopia,africa,3,0,0,3,2,6
central-african-republic,africa,south-africa,africa,2,0,0,2,0,5
central-african-republic,africa,zimbabwe,africa,2,0,0,2,1,4
chad,africa,angola,africa,2,1,0,1,3,3
chad,africa,congo,africa,2,1,0,1,2,3
chad,africa,liberia,africa,2,0,1,1,0,1
chad,africa,mali,africa,2,0,0,2,2,4
chad,africa,sudan,africa,2,1,0,1,3,4
chad,africa,tanzania,africa,2,1,0,1,2,2
comoros,africa,mozambique,africa,2,0,0,2,1,5
congo,africa,burkina-faso,africa,2,0,1,1,0,1
congo,africa,chad,africa,2,1,0,1,3,2
congo,africa,congo-dr,africa,3,0,2,1,2,4
congo,africa,equatorial-guinea,africa,2,2,0,0,5,2
congo,africa,ivory-coast,africa,3,0,2,1,2,4
congo,africa,madagascar,africa,2,1,0,1,2,1
congo,africa,mali,africa,3,1,0,2,3,6
congo,africa,nigeria,africa,1,0,0,1,0,2
congo,africa,sao-tome-e-principe,africa,2,1,1,0,6,1
congo,africa,senegal,africa,2,0,1,1,0,2
congo,africa,sierra-leone,africa,1,0,1,0,1,1
congo,africa,south-africa,africa,3,1,0,2,2,2
congo,africa,sudan,africa,2,1,0,1,1,2
congo,africa,tunisia,africa,2,0,0,2,1,8
congo,africa,zambia,africa,3,1,0,2,1,5
congo-dr,africa,burkina-faso,africa,2,1,0,1,3,4
congo-dr,africa,cameroon,africa,1,0,1,0,0,0
congo-dr,africa,cape-verde-islands,africa,2,1,1,0,3,2
congo-dr,africa,congo,africa,1,0,1,0,1,1
congo-dr,africa,djibouti,africa,2,2,0,0,11,1
congo-dr,africa,egypt,africa,2,0,0,2,1,3
congo-dr,africa,ghana,africa,1,0,1,0,0,0
congo-dr,africa,malawi,africa,2,1,0,1,2,2
congo-dr,africa,south-africa,africa,2,1,1,0,3,2
congo-dr,africa,uganda,africa,2,1,0,1,4,1
congo-dr,africa,zambia,africa,1,0,0,1,0,2
djibouti,africa,congo-dr,africa,4,0,1,3,3,21
djibouti,africa,egypt,africa,2,0,0,2,0,8
djibouti,africa,malawi,africa,2,0,0,2,1,11
djibouti,africa,namibia,africa,2,0,0,2,0,8
djibouti,africa,somalia,africa,1,1,0,0,1,0
egypt,africa,algeria,africa,7,3,2,2,10,7
egypt,africa,angola,africa,2,1,1,0,1,0
egypt,africa,benin,africa,2,1,1,0,7,4
egypt,africa,cameroon,africa,2,1,1,0,4,3
egypt,africa,congo-dr,africa,2,2,0,0,3,1
egypt,africa,djibouti,africa,2,2,0,0,8,0
egypt,africa,england,europe,1,0,0,1,0,1
egypt,africa,ethiopia,africa,2,2,0,0,5,1
egypt,africa,ghana,africa,2,1,0,1,3,7
egypt,africa,guinea,africa,2,2,0,0,7,4
egypt,africa,hungary,europe,1,0,0,1,2,4
egypt,africa,italy,europe,2,0,0,2,2,7
egypt,africa,ivory-coast,africa,2,0,0,2,1,4
egypt,africa,kenya,africa,4,2,2,0,3,0
egypt,africa,liberia,africa,4,2,0,2,7,2
egypt,africa,libya,africa,2,1,0,1,5,3
egypt,africa,madagascar,africa,2,1,0,1,1,1
egypt,africa,malawi,africa,4,2,1,1,4,2
egypt,africa,mauritius,africa,2,1,0,1,4,4
egypt,africa,morocco,africa,6,0,3,3,0,4
egypt,africa,namibia,africa,4,3,1,0,19,6
egypt,africa,netherlands,europe,1,0,1,0,1,1
egypt,africa,nigeria,africa,2,1,0,1,3,5
egypt,africa,republic-of-ireland,europe,1,0,1,0,0,0
egypt,africa,rwanda,africa,2,2,0,0,4,0
egypt,africa,senegal,africa,2,1,1,0,1,0
egypt,africa,sudan,africa,2,2,0,0,9,1
egypt,africa,togo,africa,2,2,0,0,7,1
egypt,africa,tunisia,africa,6,2,1,3,6,10
egypt,africa,zambia,africa,4,2,2,0,4,1
egypt,africa,zimbabwe,africa,7,4,2,1,11,7
equatorial-guinea,africa,cape-verde-islands,africa,2,0,0,2,1,5
equatorial-guinea,africa,congo,africa,2,0,0,2,2,5
equatorial-guinea,africa,madagascar,africa,2,1,0,1,3,2
equatorial-guinea,africa,nigeria,africa,2,0,0,2,0,3
equatorial-guinea,africa,sierra-leone,africa,5,1,1,3,9,10
equatorial-guinea,africa,south-africa,africa,2,0,0,2,1,5
equatorial-guinea,africa,togo,africa,1,0,0,1,0,2
equatorial-guinea,africa,tunisia,africa,2,0,1,1,2,4
eritrea,africa,nigeria,africa,2,0,1,1,0,4
eritrea,africa,rwanda,africa,2,0,1,1,2,4
eritrea,africa,sudan,africa,2,0,1,1,0,3
ethiopia,africa,benin,africa,2,1,0,1,3,2
ethiopia,africa,botswana,africa,2,2,0,0,3,1
ethiopia,africa,burkina-faso,africa,2,1,0,1,2,4
ethiopia,africa,egypt,africa,2,0,0,2,1,5
ethiopia,africa,israel,europe,2,0,0,2,2,4
ethiopia,africa,kenya,africa,2,0,1,1,4,5
ethiopia,africa,libya,africa,2,1,0,1,5,3
ethiopia,africa,malawi,africa,1,0,1,0,0,0
ethiopia,africa,mauritania,africa,2,2,0,0,7,1
ethiopia,africa,morocco,africa,3,0,0,3,0,9
ethiopia,africa,nigeria,africa,2,0,0,2,1,4
ethiopia,africa,rwanda,africa,1,0,0,1,1,2
ethiopia,africa,south-africa,africa,2,1,1,0,3,2
ethiopia,africa,sudan,africa,2,0,1,1,2,4
ethiopia,africa,tanzania,africa,3,1,2,0,4,1
ethiopia,africa,tunisia,africa,2,0,1,1,0,3
ethiopia,africa,zambia,africa,4,0,2,2,2,8
gabon,africa,algeria,africa,2,1,1,0,3,0
gabon,africa,angola,africa,4,1,1,2,3,7
gabon,africa,burundi,africa,1,1,0,0,4,1
gabon,africa,cameroon,africa,4,0,0,4,3,9
gabon,africa,congo,africa,2,0,0,1,0,1
gabon,africa,ghana,africa,4,1,1,2,3,6
gabon,africa,lesotho,africa,2,2,0,0,5,0
gabon,africa,libya,africa,2,1,0,1,1,1
gabon,africa,madagascar,africa,2,1,0,1,1,2
gabon,africa,morocco,africa,4,2,0,2,5,8
gabon,africa,mozambique,africa,2,1,1,0,4,2
gabon,africa,niger,africa,2,1,1,0,4,1
gabon,africa,nigeria,africa,4,1,1,2,3,5
gabon,africa,rwanda,africa,2,1,0,1,4,3
gabon,africa,senegal,africa,2,1,0,1,3,3
gabon,africa,sierra-leone,africa,2,0,1,1,0,1
gabon,africa,swaziland,africa,2,2,0,0,3,0
gabon,africa,togo,africa,2,1,0,1,3,1
gabon,africa,zimbabwe,africa,2,0,1,1,1,2
ghana,africa,algeria,africa,2,1,0,1,3,2
ghana,africa,australia,asia,1,0,1,0,1,1
ghana,africa,benin,africa,2,1,0,1,1,1
ghana,africa,brazil,southamerica,1,0,0,1,0,3
ghana,africa,burkina-faso,africa,2,1,0,1,2,2
ghana,africa,burundi,africa,3,2,0,1,2,1
ghana,africa,cape-verde-islands,africa,2,2,0,0,6,0
ghana,africa,congo-dr,africa,2,0,2,0,1,1
ghana,africa,czech-republic,europe,1,1,0,0,2,0
ghana,africa,egypt,africa,2,1,0,1,7,3
ghana,africa,gabon,africa,4,2,1,1,6,3
ghana,africa,germany,europe,2,0,1,1,2,3
ghana,africa,guinea,africa,3,1,0,2,3,5
ghana,africa,italy,europe,1,0,0,1,0,2
ghana,africa,ivory-coast,africa,2,1,1,0,2,0
ghana,africa,lesotho,africa,5,5,0,0,18,2
ghana,africa,liberia,africa,4,1,1,2,3,6
ghana,africa,libya,africa,4,1,1,2,3,3
ghana,africa,mali,africa,2,1,1,0,4,2
ghana,africa,morocco,africa,4,0,2,2,2,4
ghana,africa,nigeria,africa,8,2,4,2,11,11
ghana,africa,portugal,europe,1,0,0,0,,
ghana,africa,serbia,europe,1,1,0,0,1,0
ghana,africa,sierra-leone,africa,4,1,2,1,7,4
ghana,africa,somalia,africa,2,2,0,0,7,0
ghana,africa,south-africa,africa,2,2,0,0,5,0
ghana,africa,sudan,africa,6,5,0,1,12,2
ghana,africa,tanzania,africa,4,3,1,0,6,3
ghana,africa,uganda,africa,2,1,1,0,3,1
ghana,africa,uruguay,southamerica,1,0,1,0,1,1
ghana,africa,usa,concacaf,3,2,0,1,5,4
ghana,africa,zambia,africa,2,1,0,1,2,2
guinea,africa,algeria,africa,2,1,0,1,5,2
guinea,africa,botswana,africa,2,2,0,0,6,1
guinea,africa,burkina-faso,africa,6,3,1,2,11,9
guinea,africa,cameroon,africa,2,0,0,2,1,4
guinea,africa,ghana,africa,3,2,0,1,5,3
guinea,africa,guinea-bissau,africa,2,1,0,1,5,4
guinea,africa,ivory-coast,africa,2,0,0,2,1,5
guinea,africa,kenya,africa,8,4,0,4,12,10
guinea,africa,lesotho,africa,2,1,1,0,4,2
guinea,africa,liberia,africa,2,1,1,0,1,0
guinea,africa,malawi,africa,6,2,3,1,8,6
guinea,africa,morocco,africa,4,0,2,2,2,5
guinea,africa,mozambique,africa,4,3,0,0,11,4
guinea,africa,namibia,africa,2,2,0,0,6,1
guinea,africa,nigeria,africa,4,1,1,2,3,4
guinea,africa,south-africa,africa,2,0,2,0,0,0
guinea,africa,togo,africa,2,2,0,0,4,1
guinea,africa,tunisia,africa,8,4,0,4,8,13
guinea,africa,uganda,africa,2,1,1,0,7,4
guinea,africa,zimbabwe,africa,8,4,3,1,8,1
guinea-bissau,africa,algeria,africa,1,0,0,1,1,4
guinea-bissau,africa,guinea,africa,2,1,0,1,4,5
guinea-bissau,africa,mali,africa,2,0,0,2,1,4
